C1,C2,C3,C4,r1_sing,r2_sing,a1_sing,a2_sing,r1,r2,a11,a22,a12,a21,N1_equilibrium,N2_equilibrium,outcome_single,outcome_pair
-1e-06,1.4183673469387754,-1.08e-05,3.5,[0.70503597],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0,0.0,-1e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-1e-06,1.5102040816326532,-1.08e-05,3.5,[0.66216216],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0,0.0,-1e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-1e-06,1.6020408163265307,-1.08e-05,3.5,[0.62420382],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0,0.0,-1e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-1e-06,1.6938775510204083,-1.08e-05,3.5,[0.59036145],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0,0.0,-1e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-1e-06,1.7857142857142858,-1.08e-05,3.5,[0.56],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0,0.0,-1e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-1e-06,1.8775510204081634,-1.08e-05,3.5,[0.5326087],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.03027204080750164,0.2367530544371693,-1.058483582279141e-06,-2.473407443313748e-05,-2.5e-05,-2.5e-05,8633.780988822467,845.3330151135717,False,False
-1e-06,1.969387755102041,-1.08e-05,3.5,[0.50777202],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.04994073131567512,1.116013767112621,-1.1033518297827905e-06,-0.0005367832163337243,-2.5e-05,-2.5e-05,33384.93074112982,524.2162758111133,False,False
-1e-06,2.0612244897959187,-1.08e-05,3.5,[0.48514851],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.05011530988026361,1.1145122353506807,-1.108822791158532e-06,-0.0005339696263550424,-2.5e-05,-2.5e-05,33495.60350432008,518.9848524425558,False,False
-1e-06,2.1530612244897958,-1.08e-05,3.5,[0.46445498],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.05031773823321381,1.1399437056749477,-1.1144234334155163e-06,-0.000583677791678085,-2.5e-05,-2.5e-05,34195.19945234157,488.39226612827406,False,True
-1e-06,2.2448979591836737,-1.08e-05,3.5,[0.44545455],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.44545468960790224,4.3825521910168215,-2.718282708121219e-06,-49.54930550952899,-2.5e-05,-2.5e-05,163873.51621687305,0.0057662621636553335,False,True
-1e-06,2.336734693877551,-1.08e-05,3.5,[0.4279476],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.4279478515017737,4.221540038793117,-2.718283437069535e-06,-28.202925450468072,-2.5e-05,-2.5e-05,157433.0301245528,0.010130661309625066,False,True
-1e-06,2.428571428571429,-1.08e-05,3.5,[0.41176471],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0,0.0,-1e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-1e-06,2.5204081632653064,-1.08e-05,3.5,[0.39676113],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0,0.0,-1e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-1e-06,2.612244897959184,-1.08e-05,3.5,[0.3828125],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0,0.0,-1e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-1e-06,2.7040816326530615,-1.08e-05,3.5,[0.36981132],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0,0.0,-1e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-1e-06,2.795918367346939,-1.08e-05,3.5,[0.35766423],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0,0.0,-1e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-1e-06,2.8877551020408165,-1.08e-05,3.5,[0.34628975],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0,0.0,-1e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-1e-06,2.979591836734694,-1.08e-05,3.5,[0.33561644],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0,0.0,-1e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-1e-06,3.0714285714285716,-1.08e-05,3.5,[0.3255814],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0,0.0,-1e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-1e-06,3.163265306122449,-1.08e-05,3.5,[0.31612903],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.053057603890937804,1.0357292503286175,-1.1827417705547471e-06,-0.0004052882370053548,-2.5e-05,-2.5e-05,30138.335130272215,696.4694414954923,False,False
-1e-06,3.2551020408163267,-1.08e-05,3.5,[0.30721003],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.05280151394004984,1.0763931638593403,-1.1875285702373064e-06,-0.00046727698974792357,-2.5e-05,-2.5e-05,31912.254018461488,596.1920220982637,False,False
-1e-06,3.3469387755102042,-1.08e-05,3.5,[0.29878049],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.05320649991506712,1.0456870475518447,-1.1949195938934777e-06,-0.0004196624931802223,-2.5e-05,-2.5e-05,30868.499341025,652.8450087355395,False,False
-1e-06,3.438775510204082,-1.08e-05,3.5,[0.29080119],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.05328690904136742,1.0669739351024332,-1.2011047014120166e-06,-0.00045212328948615073,-2.5e-05,-2.5e-05,31507.18887271946,617.7390543227082,False,False
-1e-06,3.5306122448979593,-1.08e-05,3.5,[0.28323699],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.05339997296919976,1.0805168191585899,-1.2074788591515244e-06,-0.0004740700052473792,-2.5e-05,-2.5e-05,32291.785448299564,576.3329886448532,False,False
-1e-06,3.622448979591837,-1.08e-05,3.5,[0.27605634],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.05365833930527198,1.0774160287984011,-1.2145511643226957e-06,-0.0004689528521483315,-2.5e-05,-2.5e-05,31969.709325114804,593.1796648558256,False,False
-1e-06,3.7142857142857144,-1.08e-05,3.5,[0.26923077],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.05391101384947995,1.0772469019854296,-1.2216970400149556e-06,-0.0004686753405374678,-2.5e-05,-2.5e-05,31750.988089161212,604.8370273360676,False,False
-1e-06,3.806122448979592,-1.08e-05,3.5,[0.26273458],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.054085735560337085,1.0886231039190035,-1.2285774216577553e-06,-0.0004877129413549319,-2.5e-05,-2.5e-05,32443.44272314501,569.0581739933915,False,False
-1e-06,3.8979591836734695,-1.08e-05,3.5,[0.2565445],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0543328353765523,1.0803435189345394,-1.2358848294422353e-06,-0.00047378254490240386,-2.5e-05,-2.5e-05,32099.85132159998,586.4446440334244,False,False
-1e-06,3.989795918367347,-1.08e-05,3.5,[0.25063939],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.05446585633976951,1.0672902643829885,-1.242726369733763e-06,-0.0004526241361138824,-2.5e-05,-2.5e-05,32468.86673394547,564.6375781649664,False,False
-1e-06,4.081632653061225,-1.08e-05,3.5,[0.245],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.055469228899549,1.0183334262532224,-1.2540834862060323e-06,-0.0003813482981936536,-2.5e-05,-2.5e-05,29335.7589391243,747.1895223468905,False,False
-1e-06,4.173469387755102,-1.08e-05,3.5,[0.2396088],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.05524591455619273,1.1282723392210323,-1.2593140062254886e-06,-0.0005603151097200064,-2.5e-05,-2.5e-05,34092.80881819922,492.4945159946654,False,True
-1e-06,4.26530612244898,-1.08e-05,3.5,[0.23444976],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.055454525256491874,1.0462214214701842,-1.266846226896916e-06,-0.00042044812605722756,-2.5e-05,-2.5e-05,30747.94618317032,660.0642259805226,False,False
-1e-06,4.357142857142858,-1.08e-05,3.5,[0.2295082],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.05554586720661505,1.0871255069199715,-1.273821297589212e-06,-0.0004851632384098498,-2.5e-05,-2.5e-05,32813.5046018757,549.8930478481755,False,False
-1e-06,4.448979591836735,-1.08e-05,3.5,[0.22477064],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.22494699883388905,2.3513054284911536,-2.720415448481488e-06,-0.040502344238403064,-2.5e-05,-2.5e-05,82623.64570979455,7.054265404109238,False,True
-1e-06,4.540816326530613,-1.08e-05,3.5,[0.22022472],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.2204290495826851,2.3092395975868913,-2.720805094637019e-06,-0.0349573744597778,-2.5e-05,-2.5e-05,80941.01247295977,8.173219247104539,False,True
-1e-06,4.63265306122449,-1.08e-05,3.5,[0.21585903],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.21609442624675748,2.268803028345759,-2.721247745986757e-06,-0.030344080410844656,-2.5e-05,-2.5e-05,79323.54970568985,9.415816259220092,False,True
-1e-06,4.724489795918368,-1.08e-05,3.5,[0.21166307],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],-0.0023479828075347138,0.03950839026346302,-9.889682798609387e-07,-1.2401600043494701e-05,-2.5e-05,-2.5e-05,1659.4908895784097,-159.5666663218389,False,False
-1e-06,4.816326530612245,-1.08e-05,3.5,[0.20762712],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.0568746031767626,1.070201811695523,-1.3151183481829197e-06,-0.00045726014548114376,-2.5e-05,-2.5e-05,31653.030935069757,609.884856738039,False,False
-1e-06,4.908163265306123,-1.08e-05,3.5,[0.2037422],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.06011638489988993,0.9345707268371793,-1.34320833488737e-06,-0.0002844460708805007,-2.5e-05,-2.5e-05,25786.882162133406,1019.1691939581566,False,False
-1e-06,5.0,-1.08e-05,3.5,[0.2],[0.28571429],[-2.71828183e-06],[-2.93574437e-05],0.05801226128602693,1.0077462399681936,-1.3365094221354149e-06,-0.00036747598663157123,-2.5e-05,-2.5e-05,28951.155853359778,772.7507482520291,False,False
-2.0000000000000003e-06,0.5,-1.08e-05,3.5,[2.],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.07913236612236103,0.9302557957117511,-2.080718701546161e-06,-0.00028018256796046546,-2.5e-05,-2.5e-05,25818.990413365325,1016.4123965692199,False,False
-2.0000000000000003e-06,0.5918367346938775,-1.08e-05,3.5,[1.68965517],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.0,0.0,-2.0000000000000003e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-2.0000000000000003e-06,0.6836734693877551,-1.08e-05,3.5,[1.46268657],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.0,0.0,-2.0000000000000003e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-2.0000000000000003e-06,0.7755102040816326,-1.08e-05,3.5,[1.28947368],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],1.2894736845124581,6.215350014088509,-5.436563658191069e-06,-30265.40607276572,-2.5e-05,-2.5e-05,237185.4291329135,9.440292493639131e-06,False,True
-2.0000000000000003e-06,0.8673469387755102,-1.08e-05,3.5,[1.15294118],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],1.152941178644732,5.5875062222623875,-5.43656366717002e-06,-3362.0539273014597,-2.5e-05,-2.5e-05,212071.67746098313,8.498206510540294e-05,False,True
-2.0000000000000003e-06,0.9591836734693877,-1.08e-05,3.5,[1.04255319],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],1.0425532039660452,5.079887796929808,-5.436563721979793e-06,-568.864839461819,-2.5e-05,-2.5e-05,191766.94042869637,0.0005022533761845813,False,True
-2.0000000000000003e-06,1.0510204081632653,-1.08e-05,3.5,[0.95145631],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.951456365095637,4.6609792339296074,-5.436563967847968e-06,-131.29712634854175,-2.5e-05,-2.5e-05,175010.59792919722,0.002176089406109454,False,True
-2.0000000000000003e-06,1.1428571428571428,-1.08e-05,3.5,[0.875],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.0,0.0,-2.0000000000000003e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-2.0000000000000003e-06,1.2346938775510203,-1.08e-05,3.5,[0.80991736],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.8099178862046051,4.010111145811049,-5.436567220129467e-06,-13.45599304693645,-2.5e-05,-2.5e-05,148975.87440377485,0.02123323672359696,False,True
-2.0000000000000003e-06,1.3265306122448979,-1.08e-05,3.5,[0.75384615],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.0,0.0,-2.0000000000000003e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-2.0000000000000003e-06,1.4183673469387754,-1.08e-05,3.5,[0.70503597],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.08360194189376183,0.9015253251470169,-2.2517899765755947e-06,-0.0002533785896834528,-2.5e-05,-2.5e-05,24891.177701046818,1102.0894976553047,False,False
-2.0000000000000003e-06,1.5102040816326532,-1.08e-05,3.5,[0.66216216],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.0,0.0,-2.0000000000000003e-06,-1.08e-05,-2.5e-05,-2.5e-05,-0.0,-0.0,False,False
-2.0000000000000003e-06,1.6020408163265307,-1.08e-05,3.5,[0.62420382],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.08472137370224055,0.8941062573139357,-2.290738556318947e-06,-0.00024688386274286693,-2.5e-05,-2.5e-05,24158.604917858927,1175.2130380009776,False,False
-2.0000000000000003e-06,1.6938775510204083,-1.08e-05,3.5,[0.59036145],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.0866917943273919,1.0203538029356614,-2.316349522625103e-06,-0.00038405449032360273,-2.5e-05,-2.5e-05,29423.270259044457,741.4886523513935,False,True
-2.0000000000000003e-06,1.7857142857142858,-1.08e-05,3.5,[0.56],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.08719826474435624,0.8103585230113508,-2.3369773593628507e-06,-0.00018415926698873484,-2.5e-05,-2.5e-05,21583.131402002396,1470.3590125489318,False,False
-2.0000000000000003e-06,1.8775510204081634,-1.08e-05,3.5,[0.5326087],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.5326547871722783,2.7346997099346737,-5.437034153040145e-06,-0.1549712847252451,-2.5e-05,-2.5e-05,97959.41697115634,1.8436595280365629,False,True
-2.0000000000000003e-06,1.969387755102041,-1.08e-05,3.5,[0.50777202],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.08739685082371149,0.8304915250997611,-2.3756366587533947e-06,-0.0001976042853315838,-2.5e-05,-2.5e-05,22449.252556234147,1362.623339580333,False,False
-2.0000000000000003e-06,2.0612244897959187,-1.08e-05,3.5,[0.48514851],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.08712533853509827,0.8964514127110371,-2.3934409583006255e-06,-0.0002489186356527546,-2.5e-05,-2.5e-05,24776.459295612087,1112.9738422124906,False,False
-2.0000000000000003e-06,2.1530612244897958,-1.08e-05,3.5,[0.46445498],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.09016417662995739,0.7993359047665468,-2.4285058048414857e-06,-0.00017718985783043964,-2.5e-05,-2.5e-05,20582.207438559675,1607.2066555585438,False,False
-2.0000000000000003e-06,2.2448979591836737,-1.08e-05,3.5,[0.44545455],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.44564239312491394,2.333270267266217,-5.4388567330300114e-06,-0.03802473201726391,-2.5e-05,-2.5e-05,81902.23926181417,7.513906622435699,False,True
-2.0000000000000003e-06,2.336734693877551,-1.08e-05,3.5,[0.4279476],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.4281968312507564,2.252482564298198,-5.439730786959458e-06,-0.028659352514624335,-2.5e-05,-2.5e-05,78670.7311418603,9.969321030748894,False,True
-2.0000000000000003e-06,2.428571428571429,-1.08e-05,3.5,[0.41176471],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.08942982535996707,0.863828237317176,-2.485152185420465e-06,-0.00022205941134507292,-2.5e-05,-2.5e-05,23745.803779685466,1216.7155680926537,False,False
-2.0000000000000003e-06,2.5204081632653064,-1.08e-05,3.5,[0.39676113],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.08993134911992193,0.8853061742175561,-2.5088158954090273e-06,-0.0002393956790527938,-2.5e-05,-2.5e-05,24732.38408050426,1115.2940322956692,False,False
-2.0000000000000003e-06,2.612244897959184,-1.08e-05,3.5,[0.3828125],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.3833300673454516,2.043696471321437,-5.443918930886922e-06,-0.013800826818784917,-2.5e-05,-2.5e-05,70319.28742353688,20.70269335922081,False,True
-2.0000000000000003e-06,2.7040816326530615,-1.08e-05,3.5,[0.36981132],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.3704506028337548,1.983351866338267,-5.445969814193026e-06,-0.011173248420637777,-2.5e-05,-2.5e-05,67905.50322573316,25.57128195299079,False,True
-2.0000000000000003e-06,2.795918367346939,-1.08e-05,3.5,[0.35766423],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.09182554207732392,0.8521201236541404,-2.5854094764851685e-06,-0.00021314369590668154,-2.5e-05,-2.5e-05,23411.617919426702,1251.8769299435316,False,False
-2.0000000000000003e-06,2.8877551020408165,-1.08e-05,3.5,[0.34628975],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.34722771952883175,1.8738178962396854,-5.451309195578642e-06,-0.0076152551497216114,-2.5e-05,-2.5e-05,63524.144424998965,37.51867534276323,False,True
-2.0000000000000003e-06,2.979591836734694,-1.08e-05,3.5,[0.33561644],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.09419241041804037,0.8280187415446918,-2.647993326119335e-06,-0.00019590145056378749,-2.5e-05,-2.5e-05,21157.161808842986,1526.73548594389,False,False
-2.0000000000000003e-06,3.0714285714285716,-1.08e-05,3.5,[0.3255814],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.09536485073501588,0.7716848091693184,-2.6806344667202652e-06,-0.00016084528918068185,-2.5e-05,-2.5e-05,20394.576377179234,1627.7778545676133,False,False
-2.0000000000000003e-06,3.163265306122449,-1.08e-05,3.5,[0.31612903],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.09790684388323441,0.9911915214998769,-2.726046805204069e-06,-0.0003467889769545476,-2.5e-05,-2.5e-05,28633.851864246793,793.9849395207158,False,True
-2.0000000000000003e-06,3.2551020408163267,-1.08e-05,3.5,[0.30721003],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.09508142274992196,0.8400265090700483,-2.7254864168906452e-06,-0.00020431009554020465,-2.5e-05,-2.5e-05,23102.546744046806,1284.6298161376549,False,False
-2.0000000000000003e-06,3.3469387755102042,-1.08e-05,3.5,[0.29878049],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.09606565218930045,0.8306820144712223,-2.7584613347534143e-06,-0.00019773607456587477,-2.5e-05,-2.5e-05,22267.072738539748,1385.7117200758762,False,False
-2.0000000000000003e-06,3.438775510204082,-1.08e-05,3.5,[0.29080119],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.09988042013311378,0.7398364323341268,-2.8196521414980933e-06,-0.00014387914081914462,-2.5e-05,-2.5e-05,18809.837052036015,1873.7289123244109,False,False
-2.0000000000000003e-06,3.5306122448979593,-1.08e-05,3.5,[0.28323699],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.09646532190329149,0.8185612653812988,-2.8115300228462994e-06,-0.00018952303293446937,-2.5e-05,-2.5e-05,23674.705195169576,1196.1270986014758,False,False
-2.0000000000000003e-06,3.622448979591837,-1.08e-05,3.5,[0.27605634],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.09803778166119992,0.8295812148682463,-2.8527517155512362e-06,-0.00019697570301237366,-2.5e-05,-2.5e-05,22646.357702130204,1337.3338350184408,False,False
-2.0000000000000003e-06,3.7142857142857144,-1.08e-05,3.5,[0.26923077],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.09883914819659304,0.8337279893044285,-2.8871331400714025e-06,-0.00019985539832884577,-2.5e-05,-2.5e-05,22705.625282738747,1331.3993990702047,False,False
-2.0000000000000003e-06,3.806122448979592,-1.08e-05,3.5,[0.26273458],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.09959027231069786,0.8251127818737133,-2.9218002541539724e-06,-0.0001939190629434403,-2.5e-05,-2.5e-05,22520.62293262304,1351.5804200981574,False,False
-2.0000000000000003e-06,3.8979591836734695,-1.08e-05,3.5,[0.2565445],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.10037675799589212,0.8249744554247156,-2.9576992515553936e-06,-0.0001938252011927136,-2.5e-05,-2.5e-05,22597.456052079986,1341.611165743971,False,False
-2.0000000000000003e-06,3.989795918367347,-1.08e-05,3.5,[0.25063939],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.10204155509405935,0.9020559049725888,-3.0049837507796156e-06,-0.00025384955833713423,-2.5e-05,-2.5e-05,24321.266217973025,1158.2618124266064,False,True
-2.0000000000000003e-06,4.081632653061225,-1.08e-05,3.5,[0.245],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.10290661788660146,0.7664229832142179,-3.0440053341354046e-06,-0.00015791020921531625,-2.5e-05,-2.5e-05,20167.401074464113,1660.6776576113857,False,False
-2.0000000000000003e-06,4.173469387755102,-1.08e-05,3.5,[0.2396088],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.10294390405545556,0.8182420731919473,-3.073387620837787e-06,-0.00018931142120854385,-2.5e-05,-2.5e-05,22412.237501856314,1362.4964304789753,False,False
-2.0000000000000003e-06,4.26530612244898,-1.08e-05,3.5,[0.23444976],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.10380390719017868,0.8253816521773488,-3.1139830225822223e-06,-0.00019410163560527934,-2.5e-05,-2.5e-05,23627.330376042,1209.1520612097236,False,False
-2.0000000000000003e-06,4.357142857142858,-1.08e-05,3.5,[0.2295082],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.23624286316168153,1.3105867768436703,-5.598457337452409e-06,-0.001060610381606627,-2.5e-05,-2.5e-05,40994.89964619055,269.38665757363464,False,True
-2.0000000000000003e-06,4.448979591836735,-1.08e-05,3.5,[0.22477064],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.23210723347503884,1.286127906028616,-5.616942773496678e-06,-0.0009735934414211979,-2.5e-05,-2.5e-05,40016.544812523505,293.46365080115805,False,True
-2.0000000000000003e-06,4.540816326530613,-1.08e-05,3.5,[0.22022472],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.10664210603048564,0.8002610792060397,-3.2458894029594046e-06,-0.00017776454812955115,-2.5e-05,-2.5e-05,21863.125413331072,1427.072757431288,False,False
-2.0000000000000003e-06,4.63265306122449,-1.08e-05,3.5,[0.21585903],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.10779851751019173,0.8001238002847332,-3.2954420365809937e-06,-0.00017767915700644794,-2.5e-05,-2.5e-05,21524.566198337707,1474.622289640766,False,False
-2.0000000000000003e-06,4.724489795918368,-1.08e-05,3.5,[0.21166307],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.22100757472407387,1.2170094958442406,-5.681954139243157e-06,-0.0007643909474317293,-2.5e-05,-2.5e-05,37251.80840479961,373.7803105651882,False,True
-2.0000000000000003e-06,4.816326530612245,-1.08e-05,3.5,[0.20762712],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.21771221003133676,1.1952182194742094,-5.707152848162224e-06,-0.0007082590398627158,-2.5e-05,-2.5e-05,36380.15735147162,403.4036554518241,False,True
-2.0000000000000003e-06,4.908163265306123,-1.08e-05,3.5,[0.2037422],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.214605756539464,1.1739738843505543,-5.734309093115393e-06,-0.0006575065522208128,-2.5e-05,-2.5e-05,35530.383946405644,434.5421117483565,False,True
-2.0000000000000003e-06,5.0,-1.08e-05,3.5,[0.2],[0.28571429],[-5.43656366e-06],[-2.93574437e-05],0.21168144002319686,1.1532344977887112,-5.763554474652014e-06,-0.000611470600559341,-2.5e-05,-2.5e-05,34700.80848290531,467.25760070021727,False,True
