"rep","mes","tick_extinct"
"2366",40,28,50002
"2367",42,28,50002
"2368",43,28,50002
"2369",44,28,50002
"2370",45,28,50002
"2371",46,28,50002
"2372",47,28,50002
"2373",48,28,50002
"2374",49,28,50002
"2375",50,28,50002
"2376",52,28,50002
"2377",53,28,50002
"2378",54,28,50002
"2379",56,28,50002
"2380",57,28,50002
"2381",58,28,50002
"2382",59,28,50002
"2383",60,28,50002
"2384",62,28,50002
"2385",63,28,50002
"2386",64,28,50002
"2387",65,28,50002
"2388",66,28,50002
"2389",68,28,50002
"2390",69,28,50002
"2391",70,28,50002
"2392",71,28,50002
"2393",72,28,50002
"2394",73,28,50002
"2395",74,28,50002
"2396",75,28,50002
"2397",76,28,50002
"2398",77,28,50002
"2399",78,28,50002
"2400",80,28,50002
"2401",81,28,50002
"2402",82,28,50002
"2403",83,28,50002
"2404",84,28,50002
"2405",86,28,50002
"2406",87,28,50002
"2407",88,28,50002
"2408",89,28,50002
"2409",90,28,50002
"2410",91,28,50002
"2411",93,28,50002
"2412",94,28,50002
"2413",95,28,50002
"2414",96,28,50002
"2415",97,28,50002
"2416",98,28,50002
"2417",99,28,50002
"2418",0,29,50002
"2419",1,29,50002
"2420",2,29,50002
"2421",4,29,50002
"2422",5,29,50002
"2423",7,29,50002
"2424",8,29,50002
"2425",9,29,50002
"2426",10,29,50002
"2427",11,29,50002
"2428",12,29,50002
"2429",13,29,50002
"2430",14,29,50002
"2431",15,29,50002
"2432",16,29,50002
"2433",18,29,50002
"2434",19,29,50002
"2435",20,29,50002
"2436",21,29,50002
"2437",22,29,50002
"2438",23,29,50002
"2439",25,29,50002
"2440",26,29,50002
"2441",27,29,50002
"2442",28,29,50002
"2443",29,29,50002
"2444",30,29,50002
"2445",31,29,50002
"2446",32,29,50002
"2447",33,29,50002
"2448",34,29,50002
"2449",35,29,50002
"2450",36,29,50002
"2451",37,29,50002
"2452",39,29,50002
"2453",40,29,50002
"2454",41,29,50002
"2455",42,29,50002
"2456",43,29,50002
"2457",44,29,50002
"2458",45,29,50002
"2459",46,29,50002
"2460",47,29,50002
"2461",48,29,50002
"2462",49,29,50002
"2463",50,29,50002
"2464",51,29,50002
"2465",52,29,50002
"2466",53,29,50002
"2467",54,29,50002
"2468",56,29,50002
"2469",58,29,50002
"2470",59,29,50002
"2471",60,29,50002
"2472",61,29,50002
"2473",62,29,50002
"2474",63,29,50002
"2475",64,29,50002
"2476",65,29,50002
"2477",66,29,50002
"2478",68,29,50002
"2479",69,29,50002
"2480",70,29,50002
"2481",71,29,50002
"2482",72,29,50002
"2483",73,29,50002
"2484",74,29,50002
"2485",75,29,50002
"2486",76,29,50002
"2487",77,29,50002
"2488",78,29,50002
"2489",80,29,50002
"2490",81,29,50002
"2491",82,29,50002
"2492",83,29,50002
"2493",84,29,50002
"2494",86,29,50002
"2495",88,29,50002
"2496",89,29,50002
"2497",90,29,50002
"2498",91,29,50002
"2499",93,29,50002
"2500",94,29,50002
"2501",95,29,50002
"2502",96,29,50002
"2503",97,29,50002
"2504",98,29,50002
"2505",99,29,50002
"2506",0,30,50002
"2507",1,30,50002
"2508",2,30,50002
"2509",3,30,50002
"2510",5,30,50002
"2511",7,30,50002
"2512",8,30,50002
"2513",9,30,50002
"2514",10,30,50002
"2515",11,30,50002
"2516",12,30,50002
"2517",13,30,50002
"2518",14,30,50002
"2519",15,30,50002
"2520",16,30,50002
"2521",18,30,50002
"2522",19,30,50002
"2523",21,30,50002
"2524",22,30,50002
"2525",23,30,50002
"2526",24,30,50002
"2527",25,30,50002
"2528",26,30,50002
"2529",27,30,50002
"2530",28,30,50002
"2531",29,30,50002
"2532",30,30,50002
"2533",31,30,50002
"2534",32,30,50002
"2535",33,30,50002
"2536",34,30,50002
"2537",35,30,50002
"2538",36,30,50002
"2539",37,30,50002
"2540",40,30,50002
"2541",42,30,50002
"2542",43,30,50002
"2543",44,30,50002
"2544",45,30,50002
"2545",46,30,50002
"2546",47,30,50002
"2547",48,30,50002
"2548",49,30,50002
"2549",50,30,50002
"2550",52,30,50002
"2551",53,30,50002
"2552",56,30,50002
"2553",58,30,50002
"2554",59,30,50002
"2555",60,30,50002
"2556",61,30,50002
"2557",62,30,50002
"2558",63,30,50002
"2559",64,30,50002
"2560",65,30,50002
"2561",66,30,50002
"2562",68,30,50002
"2563",69,30,50002
"2564",70,30,50002
"2565",71,30,50002
"2566",72,30,50002
"2567",73,30,50002
"2568",74,30,50002
"2569",75,30,50002
"2570",76,30,50002
"2571",77,30,50002
"2572",78,30,50002
"2573",80,30,50002
"2574",81,30,50002
"2575",82,30,50002
"2576",83,30,50002
"2577",84,30,50002
"2578",88,30,50002
"2579",89,30,50002
"2580",90,30,50002
"2581",91,30,50002
"2582",93,30,50002
"2583",94,30,50002
"2584",95,30,50002
"2585",96,30,50002
"2586",97,30,50002
"2587",98,30,50002
"2588",99,30,50002
"2589",0,31,50002
"2590",1,31,50002
"2591",2,31,50002
"2592",3,31,50002
"2593",5,31,50002
"2594",7,31,50002
"2595",8,31,50002
"2596",9,31,50002
"2597",10,31,50002
"2598",11,31,50002
"2599",12,31,50002
"2600",13,31,50002
"2601",14,31,50002
"2602",15,31,50002
"2603",16,31,50002
"2604",19,31,50002
"2605",21,31,50002
"2606",22,31,50002
"2607",23,31,50002
"2608",24,31,50002
"2609",25,31,50002
"2610",26,31,50002
"2611",27,31,50002
"2612",28,31,50002
"2613",29,31,50002
"2614",30,31,50002
"2615",31,31,50002
"2616",32,31,50002
"2617",33,31,50002
"2618",34,31,50002
"2619",35,31,50002
"2620",36,31,50002
"2621",37,31,50002
"2622",40,31,50002
"2623",41,31,50002
"2624",42,31,50002
"2625",43,31,50002
"2626",44,31,50002
"2627",45,31,50002
"2628",46,31,50002
"2629",47,31,50002
"2630",48,31,50002
"2631",49,31,50002
"2632",50,31,50002
"2633",51,31,50002
"2634",52,31,50002
"2635",53,31,50002
"2636",54,31,50002
"2637",56,31,50002
"2638",57,31,50002
"2639",58,31,50002
"2640",59,31,50002
"2641",60,31,50002
"2642",61,31,50002
"2643",62,31,50002
"2644",63,31,50002
"2645",64,31,50002
"2646",65,31,50002
"2647",66,31,50002
"2648",68,31,50002
"2649",69,31,50002
"2650",70,31,50002
"2651",71,31,50002
"2652",72,31,50002
"2653",73,31,50002
"2654",74,31,50002
"2655",75,31,50002
"2656",76,31,50002
"2657",77,31,50002
"2658",78,31,50002
"2659",80,31,50002
"2660",82,31,50002
"2661",83,31,50002
"2662",84,31,50002
"2663",85,31,50002
"2664",88,31,50002
"2665",89,31,50002
"2666",90,31,50002
"2667",91,31,50002
"2668",93,31,50002
"2669",94,31,50002
"2670",95,31,50002
"2671",96,31,50002
"2672",97,31,50002
"2673",98,31,50002
"2674",99,31,50002
"2675",0,32,50002
"2676",1,32,50002
"2677",2,32,50002
"2678",3,32,50002
"2679",5,32,50002
"2680",6,32,50002
"2681",7,32,50002
"2682",8,32,50002
"2683",9,32,50002
"2684",10,32,50002
"2685",11,32,50002
"2686",12,32,50002
"2687",13,32,50002
"2688",14,32,50002
"2689",15,32,50002
"2690",16,32,50002
"2691",18,32,50002
"2692",19,32,50002
"2693",21,32,50002
"2694",22,32,50002
"2695",23,32,50002
"2696",25,32,50002
"2697",26,32,50002
"2698",27,32,50002
"2699",28,32,50002
"2700",29,32,50002
"2701",30,32,50002
"2702",31,32,50002
"2703",32,32,50002
"2704",33,32,50002
"2705",34,32,50002
"2706",35,32,50002
"2707",36,32,50002
"2708",37,32,50002
"2709",38,32,50002
"2710",39,32,50002
"2711",40,32,50002
"2712",42,32,50002
"2713",43,32,50002
"2714",44,32,50002
"2715",45,32,50002
"2716",46,32,50002
"2717",47,32,50002
"2718",48,32,50002
"2719",49,32,50002
"2720",50,32,50002
"2721",52,32,50002
"2722",53,32,50002
"2723",54,32,50002
"2724",56,32,50002
"2725",57,32,50002
"2726",58,32,50002
"2727",59,32,50002
"2728",60,32,50002
"2729",61,32,50002
"2730",62,32,50002
"2731",63,32,50002
"2732",64,32,50002
"2733",65,32,50002
"2734",66,32,50002
"2735",68,32,50002
"2736",69,32,50002
"2737",70,32,50002
"2738",71,32,50002
"2739",72,32,50002
"2740",73,32,50002
"2741",74,32,50002
"2742",75,32,50002
"2743",76,32,50002
"2744",77,32,50002
"2745",78,32,50002
"2746",79,32,50002
"2747",80,32,50002
"2748",82,32,50002
"2749",83,32,50002
"2750",84,32,50002
"2751",86,32,50002
"2752",88,32,50002
"2753",89,32,50002
"2754",90,32,50002
"2755",91,32,50002
"2756",93,32,50002
"2757",94,32,50002
"2758",95,32,50002
"2759",96,32,50002
"2760",97,32,50002
"2761",98,32,50002
"2762",99,32,50002
"2763",0,33,50002
"2764",1,33,50002
"2765",2,33,50002
"2766",3,33,50002
"2767",5,33,50002
"2768",6,33,50002
"2769",7,33,50002
"2770",8,33,50002
"2771",9,33,50002
"2772",10,33,50002
"2773",11,33,50002
"2774",12,33,50002
"2775",13,33,50002
"2776",14,33,50002
"2777",15,33,50002
"2778",16,33,50002
"2779",19,33,50002
"2780",20,33,50002
"2781",21,33,50002
"2782",22,33,50002
"2783",23,33,50002
"2784",25,33,50002
"2785",26,33,50002
"2786",27,33,50002
"2787",28,33,50002
"2788",29,33,50002
"2789",30,33,50002
"2790",31,33,50002
"2791",32,33,50002
"2792",33,33,50002
"2793",34,33,50002
"2794",35,33,50002
"2795",36,33,50002
"2796",37,33,50002
"2797",38,33,50002
"2798",39,33,50002
"2799",40,33,50002
"2800",41,33,50002
"2801",42,33,50002
"2802",43,33,50002
"2803",44,33,50002
"2804",45,33,50002
"2805",46,33,50002
"2806",47,33,50002
"2807",48,33,50002
"2808",49,33,50002
"2809",50,33,50002
"2810",52,33,50002
"2811",53,33,50002
"2812",54,33,50002
"2813",56,33,50002
"2814",57,33,50002
"2815",58,33,50002
"2816",59,33,50002
"2817",60,33,50002
"2818",61,33,50002
"2819",62,33,50002
"2820",63,33,50002
"2821",64,33,50002
"2822",65,33,50002
"2823",66,33,50002
"2824",68,33,50002
"2825",69,33,50002
"2826",70,33,50002
"2827",71,33,50002
"2828",72,33,50002
"2829",73,33,50002
"2830",74,33,50002
"2831",75,33,50002
"2832",76,33,50002
"2833",78,33,50002
"2834",80,33,50002
"2835",81,33,50002
"2836",82,33,50002
"2837",83,33,50002
"2838",84,33,50002
"2839",87,33,50002
"2840",88,33,50002
"2841",90,33,50002
"2842",91,33,50002
"2843",93,33,50002
"2844",94,33,50002
"2845",95,33,50002
"2846",96,33,50002
"2847",97,33,50002
"2848",98,33,50002
"2849",99,33,50002
"2850",0,34,50002
"2851",1,34,50002
"2852",2,34,50002
"2853",3,34,50002
"2854",5,34,50002
"2855",7,34,50002
"2856",8,34,50002
"2857",9,34,50002
"2858",10,34,50002
"2859",11,34,50002
"2860",12,34,50002
"2861",13,34,50002
"2862",14,34,50002
"2863",15,34,50002
"2864",16,34,50002
"2865",18,34,50002
"2866",19,34,50002
"2867",21,34,50002
"2868",22,34,50002
"2869",23,34,50002
"2870",25,34,50002
"2871",26,34,50002
"2872",27,34,50002
"2873",28,34,50002
"2874",29,34,50002
"2875",30,34,50002
"2876",31,34,50002
"2877",32,34,50002
"2878",33,34,50002
"2879",34,34,50002
"2880",35,34,50002
"2881",36,34,50002
"2882",37,34,50002
"2883",38,34,50002
"2884",39,34,50002
"2885",40,34,50002
"2886",41,34,50002
"2887",42,34,50002
"2888",43,34,50002
"2889",44,34,50002
"2890",45,34,50002
"2891",46,34,50002
"2892",47,34,50002
"2893",49,34,50002
"2894",50,34,50002
"2895",51,34,50002
"2896",52,34,50002
"2897",53,34,50002
"2898",54,34,50002
"2899",56,34,50002
"2900",58,34,50002
"2901",59,34,50002
"2902",60,34,50002
"2903",61,34,50002
"2904",62,34,50002
"2905",63,34,50002
"2906",64,34,50002
"2907",65,34,50002
"2908",66,34,50002
"2909",68,34,50002
"2910",69,34,50002
"2911",70,34,50002
"2912",71,34,50002
"2913",72,34,50002
"2914",73,34,50002
"2915",74,34,50002
"2916",75,34,50002
"2917",76,34,50002
"2918",77,34,50002
"2919",78,34,50002
"2920",80,34,50002
"2921",82,34,50002
"2922",83,34,50002
"2923",84,34,50002
"2924",86,34,50002
"2925",87,34,50002
"2926",88,34,50002
"2927",89,34,50002
"2928",90,34,50002
"2929",91,34,50002
"2930",93,34,50002
"2931",94,34,50002
"2932",95,34,50002
"2933",96,34,50002
"2934",97,34,50002
"2935",98,34,50002
"2936",99,34,50002
"2937",0,35,50002
"2938",1,35,50002
"2939",2,35,50002
"2940",3,35,50002
"2941",5,35,50002
"2942",6,35,50002
"2943",7,35,50002
"2944",8,35,50002
"2945",9,35,50002
"2946",10,35,50002
"2947",11,35,50002
"2948",12,35,50002
"2949",13,35,50002
"2950",14,35,50002
"2951",15,35,50002
"2952",16,35,50002
"2953",19,35,50002
"2954",20,35,50002
"2955",21,35,50002
"2956",22,35,50002
"2957",23,35,50002
"2958",24,35,50002
"2959",25,35,50002
"2960",26,35,50002
"2961",27,35,50002
"2962",28,35,50002
"2963",29,35,50002
"2964",30,35,50002
"2965",31,35,50002
"2966",32,35,50002
"2967",33,35,50002
"2968",34,35,50002
"2969",35,35,50002
"2970",36,35,50002
"2971",37,35,50002
"2972",40,35,50002
"2973",42,35,50002
"2974",43,35,50002
"2975",44,35,50002
"2976",45,35,50002
"2977",46,35,50002
"2978",47,35,50002
"2979",48,35,50002
"2980",49,35,50002
"2981",50,35,50002
"2982",52,35,50002
"2983",53,35,50002
"2984",54,35,50002
"2985",56,35,50002
"2986",57,35,50002
"2987",58,35,50002
"2988",59,35,50002
"2989",60,35,50002
"2990",61,35,50002
"2991",62,35,50002
"2992",63,35,50002
"2993",64,35,50002
"2994",65,35,50002
"2995",66,35,50002
"2996",68,35,50002
"2997",69,35,50002
"2998",70,35,50002
"2999",71,35,50002
"3000",72,35,50002
"3001",73,35,50002
"3002",74,35,50002
"3003",75,35,50002
"3004",76,35,50002
"3005",77,35,50002
"3006",78,35,50002
"3007",80,35,50002
"3008",81,35,50002
"3009",82,35,50002
"3010",83,35,50002
"3011",84,35,50002
"3012",85,35,50002
"3013",88,35,50002
"3014",89,35,50002
"3015",90,35,50002
"3016",91,35,50002
"3017",93,35,50002
"3018",94,35,50002
"3019",95,35,50002
"3020",96,35,50002
"3021",97,35,50002
"3022",98,35,50002
"3023",99,35,50002
"3024",0,36,50002
"3025",1,36,50002
"3026",2,36,50002
"3027",3,36,50002
"3028",5,36,50002
"3029",7,36,50002
"3030",8,36,50002
"3031",9,36,50002
"3032",10,36,50002
"3033",11,36,50002
"3034",12,36,50002
"3035",13,36,50002
"3036",14,36,50002
"3037",15,36,50002
"3038",16,36,50002
"3039",19,36,50002
"3040",20,36,50002
"3041",21,36,50002
"3042",22,36,50002
"3043",23,36,50002
"3044",25,36,50002
"3045",26,36,50002
"3046",27,36,50002
"3047",29,36,50002
"3048",30,36,50002
"3049",31,36,50002
"3050",32,36,50002
"3051",33,36,50002
"3052",34,36,50002
"3053",35,36,50002
"3054",36,36,50002
"3055",37,36,50002
"3056",39,36,50002
"3057",40,36,50002
"3058",42,36,50002
"3059",43,36,50002
"3060",44,36,50002
"3061",45,36,50002
"3062",46,36,50002
"3063",47,36,50002
"3064",48,36,50002
"3065",49,36,50002
"3066",50,36,50002
"3067",52,36,50002
"3068",53,36,50002
"3069",54,36,50002
"3070",56,36,50002
"3071",57,36,50002
"3072",58,36,50002
"3073",59,36,50002
"3074",60,36,50002
"3075",61,36,50002
"3076",62,36,50002
"3077",63,36,50002
"3078",64,36,50002
"3079",65,36,50002
"3080",66,36,50002
"3081",68,36,50002
"3082",69,36,50002
"3083",70,36,50002
"3084",71,36,50002
"3085",72,36,50002
"3086",73,36,50002
"3087",74,36,50002
"3088",75,36,50002
"3089",76,36,50002
"3090",77,36,50002
"3091",78,36,50002
"3092",79,36,50002
"3093",80,36,50002
"3094",82,36,50002
"3095",83,36,50002
"3096",84,36,50002
"3097",86,36,50002
"3098",88,36,50002
"3099",90,36,50002
"3100",91,36,50002
"3101",93,36,50002
"3102",94,36,50002
"3103",95,36,50002
"3104",96,36,50002
"3105",97,36,50002
"3106",98,36,50002
"3107",99,36,50002
"3108",0,37,50002
"3109",1,37,50002
"3110",2,37,50002
"3111",5,37,50002
"3112",7,37,50002
"3113",8,37,50002
"3114",9,37,50002
"3115",10,37,50002
"3116",11,37,50002
"3117",12,37,50002
"3118",13,37,50002
"3119",14,37,50002
"3120",15,37,50002
"3121",16,37,50002
"3122",18,37,50002
"3123",19,37,50002
"3124",20,37,50002
"3125",21,37,50002
"3126",22,37,50002
"3127",23,37,50002
"3128",24,37,50002
"3129",25,37,50002
"3130",26,37,50002
"3131",27,37,50002
"3132",28,37,50002
"3133",29,37,50002
"3134",30,37,50002
"3135",31,37,50002
"3136",32,37,50002
"3137",33,37,50002
"3138",34,37,50002
"3139",35,37,50002
"3140",36,37,50002
"3141",37,37,50002
"3142",38,37,50002
"3143",40,37,50002
"3144",42,37,50002
"3145",43,37,50002
"3146",44,37,50002
"3147",45,37,50002
"3148",46,37,50002
"3149",47,37,50002
"3150",48,37,50002
"3151",49,37,50002
"3152",50,37,50002
"3153",52,37,50002
"3154",53,37,50002
"3155",54,37,50002
"3156",56,37,50002
"3157",57,37,50002
"3158",58,37,50002
"3159",59,37,50002
"3160",60,37,50002
"3161",61,37,50002
"3162",62,37,50002
"3163",63,37,50002
"3164",64,37,50002
"3165",65,37,50002
"3166",66,37,50002
"3167",68,37,50002
"3168",69,37,50002
"3169",70,37,50002
"3170",71,37,50002
"3171",72,37,50002
"3172",73,37,50002
"3173",74,37,50002
"3174",75,37,50002
"3175",76,37,50002
"3176",77,37,50002
"3177",78,37,50002
"3178",80,37,50002
"3179",82,37,50002
"3180",83,37,50002
"3181",84,37,50002
"3182",87,37,50002
"3183",88,37,50002
"3184",89,37,50002
"3185",90,37,50002
"3186",91,37,50002
"3187",93,37,50002
"3188",94,37,50002
"3189",95,37,50002
"3190",96,37,50002
"3191",97,37,50002
"3192",98,37,50002
"3193",99,37,50002
"3194",0,38,50002
"3195",1,38,50002
"3196",2,38,50002
"3197",3,38,50002
"3198",5,38,50002
"3199",6,38,50002
"3200",7,38,50002
"3201",8,38,50002
"3202",9,38,50002
"3203",10,38,50002
"3204",11,38,50002
"3205",12,38,50002
"3206",13,38,50002
"3207",14,38,50002
"3208",15,38,50002
"3209",16,38,50002
"3210",17,38,50002
"3211",19,38,50002
"3212",20,38,50002
"3213",21,38,50002
"3214",22,38,50002
"3215",23,38,50002
"3216",24,38,50002
"3217",25,38,50002
"3218",26,38,50002
"3219",27,38,50002
"3220",28,38,50002
"3221",29,38,50002
"3222",30,38,50002
"3223",31,38,50002
"3224",32,38,50002
"3225",33,38,50002
"3226",34,38,50002
"3227",35,38,50002
"3228",36,38,50002
"3229",37,38,50002
"3230",38,38,50002
"3231",39,38,50002
"3232",40,38,50002
"3233",41,38,50002
"3234",42,38,50002
"3235",43,38,50002
"3236",44,38,50002
"3237",45,38,50002
"3238",46,38,50002
"3239",47,38,50002
"3240",49,38,50002
"3241",50,38,50002
"3242",52,38,50002
"3243",53,38,50002
"3244",54,38,50002
"3245",56,38,50002
"3246",57,38,50002
"3247",58,38,50002
"3248",59,38,50002
"3249",60,38,50002
"3250",61,38,50002
"3251",62,38,50002
"3252",63,38,50002
"3253",64,38,50002
"3254",65,38,50002
"3255",66,38,50002
"3256",68,38,50002
"3257",69,38,50002
"3258",70,38,50002
"3259",71,38,50002
"3260",72,38,50002
"3261",73,38,50002
"3262",74,38,50002
"3263",75,38,50002
"3264",76,38,50002
"3265",77,38,50002
"3266",78,38,50002
"3267",80,38,50002
"3268",82,38,50002
"3269",83,38,50002
"3270",84,38,50002
"3271",88,38,50002
"3272",89,38,50002
"3273",90,38,50002
"3274",91,38,50002
"3275",93,38,50002
"3276",94,38,50002
"3277",95,38,50002
"3278",96,38,50002
"3279",97,38,50002
"3280",98,38,50002
"3281",99,38,50002
"3282",0,39,50002
"3283",1,39,50002
"3284",3,39,50002
"3285",5,39,50002
"3286",7,39,50002
"3287",8,39,50002
"3288",9,39,50002
"3289",10,39,50002
"3290",11,39,50002
"3291",12,39,50002
"3292",13,39,50002
"3293",14,39,50002
"3294",15,39,50002
"3295",16,39,50002
"3296",18,39,50002
"3297",19,39,50002
"3298",20,39,50002
"3299",21,39,50002
"3300",22,39,50002
"3301",23,39,50002
"3302",24,39,50002
"3303",25,39,50002
"3304",26,39,50002
"3305",28,39,50002
"3306",29,39,50002
"3307",30,39,50002
"3308",31,39,50002
"3309",32,39,50002
"3310",33,39,50002
"3311",34,39,50002
"3312",35,39,50002
"3313",36,39,50002
"3314",37,39,50002
"3315",39,39,50002
"3316",40,39,50002
"3317",41,39,50002
"3318",42,39,50002
"3319",43,39,50002
"3320",44,39,50002
"3321",45,39,50002
"3322",46,39,50002
"3323",47,39,50002
"3324",48,39,50002
"3325",49,39,50002
"3326",50,39,50002
"3327",52,39,50002
"3328",53,39,50002
"3329",54,39,50002
"3330",56,39,50002
"3331",57,39,50002
"3332",58,39,50002
"3333",59,39,50002
"3334",60,39,50002
"3335",61,39,50002
"3336",62,39,50002
"3337",63,39,50002
"3338",64,39,50002
"3339",65,39,50002
"3340",66,39,50002
"3341",68,39,50002
"3342",69,39,50002
"3343",70,39,50002
"3344",71,39,50002
"3345",72,39,50002
"3346",73,39,50002
"3347",74,39,50002
"3348",75,39,50002
"3349",76,39,50002
"3350",77,39,50002
"3351",78,39,50002
"3352",80,39,50002
"3353",82,39,50002
"3354",83,39,50002
"3355",84,39,50002
"3356",87,39,50002
"3357",88,39,50002
"3358",89,39,50002
"3359",90,39,50002
"3360",91,39,50002
"3361",93,39,50002
"3362",94,39,50002
"3363",95,39,50002
"3364",96,39,50002
"3365",97,39,50002
"3366",98,39,50002
"3367",99,39,50002
"3368",0,40,50002
"3369",1,40,50002
"3370",2,40,50002
"3371",3,40,50002
"3372",5,40,50002
"3373",7,40,50002
"3374",8,40,50002
"3375",9,40,50002
"3376",10,40,50002
"3377",11,40,50002
"3378",12,40,50002
"3379",13,40,50002
"3380",14,40,50002
"3381",15,40,50002
"3382",16,40,50002
"3383",19,40,50002
"3384",20,40,50002
"3385",21,40,50002
"3386",22,40,50002
"3387",23,40,50002
"3388",24,40,50002
"3389",25,40,50002
"3390",26,40,50002
"3391",27,40,50002
"3392",28,40,50002
"3393",29,40,50002
"3394",30,40,50002
"3395",31,40,50002
"3396",32,40,50002
"3397",33,40,50002
"3398",34,40,50002
"3399",35,40,50002
"3400",36,40,50002
"3401",37,40,50002
"3402",38,40,50002
"3403",40,40,50002
"3404",41,40,50002
"3405",42,40,50002
"3406",43,40,50002
"3407",44,40,50002
"3408",45,40,50002
"3409",46,40,50002
"3410",47,40,50002
"3411",48,40,50002
"3412",49,40,50002
"3413",50,40,50002
"3414",52,40,50002
"3415",53,40,50002
"3416",54,40,50002
"3417",56,40,50002
"3418",58,40,50002
"3419",59,40,50002
"3420",60,40,50002
"3421",61,40,50002
"3422",62,40,50002
"3423",63,40,50002
"3424",64,40,50002
"3425",65,40,50002
"3426",66,40,50002
"3427",68,40,50002
"3428",69,40,50002
"3429",70,40,50002
"3430",71,40,50002
"3431",72,40,50002
"3432",73,40,50002
"3433",74,40,50002
"3434",75,40,50002
"3435",76,40,50002
"3436",77,40,50002
"3437",78,40,50002
"3438",80,40,50002
"3439",82,40,50002
"3440",83,40,50002
"3441",84,40,50002
"3442",87,40,50002
"3443",88,40,50002
"3444",89,40,50002
"3445",90,40,50002
"3446",91,40,50002
"3447",93,40,50002
"3448",94,40,50002
"3449",95,40,50002
"3450",96,40,50002
"3451",97,40,50002
"3452",98,40,50002
"3453",99,40,50002
"3454",0,41,50002
"3455",1,41,50002
"3456",2,41,50002
"3457",3,41,50002
"3458",4,41,50002
"3459",5,41,50002
"3460",7,41,50002
"3461",8,41,50002
"3462",9,41,50002
"3463",10,41,50002
"3464",11,41,50002
"3465",12,41,50002
"3466",13,41,50002
"3467",14,41,50002
"3468",15,41,50002
"3469",16,41,50002
"3470",19,41,50002
"3471",21,41,50002
"3472",22,41,50002
"3473",23,41,50002
"3474",25,41,50002
"3475",26,41,50002
